,sent_ind,cve_sent_ind,token,pos,tag,dep,label,pred_y
1331,CVE-2009-4024,0,function,NOUN,NN,pobj,O,O
1332,CVE-2009-4024,0,in,ADP,IN,prep,O,O
1333,CVE-2009-4024,0,Ping.php,NOUN,NN,pobj,O,O
1334,CVE-2009-4024,0,in,ADP,IN,prep,O,O
1335,CVE-2009-4024,0,the,DET,DT,det,O,O
1336,CVE-2009-4024,0,Net_Ping,NOUN,NN,compound,O,O
1337,CVE-2009-4024,0,package,NOUN,NN,pobj,O,O
1338,CVE-2009-4024,0,before,ADP,IN,prep,<,<
1339,CVE-2009-4024,0,2.4.5,NUM,CD,pobj,vre,vre
1340,CVE-2009-4024,0,for,ADP,IN,prep,O,O
1341,CVE-2009-4024,0,PEAR,PROPN,NNP,pobj,pn,pn
1342,CVE-2009-4024,0,allows,VERB,VBZ,ROOT,verb,verb
1343,CVE-2009-4024,0,remote,ADJ,JJ,amod,O,O
1344,CVE-2009-4024,0,attackers,NOUN,NNS,nsubj,O,O
1345,CVE-2009-4024,0,to,PART,TO,aux,O,O
1346,CVE-2009-4024,0,execute,VERB,VB,ccomp,O,O
1347,CVE-2009-4024,0,arbitrary,ADJ,JJ,amod,O,O
1348,CVE-2009-4024,0,shell,NOUN,NN,compound,O,O
1349,CVE-2009-4024,0,commands,NOUN,NNS,dobj,O,O
1350,CVE-2009-4024,0,via,ADP,IN,prep,O,O
1351,CVE-2009-4024,0,the,DET,DT,det,O,O
1352,CVE-2009-4024,0,host,NOUN,NN,compound,O,O
1353,CVE-2009-4024,0,parameter,NOUN,NN,pobj,O,O
1354,CVE-2009-4024,0,.,PUNCT,.,punct,O,O
1355,CVE-2009-4024,1,NOTE,NOUN,NN,ROOT,O,O
1356,CVE-2009-4024,1,:,PUNCT,:,punct,O,O
1357,CVE-2009-4024,2,this,DET,DT,nsubjpass,O,O
1358,CVE-2009-4024,2,has,VERB,VBZ,aux,O,O
1359,CVE-2009-4024,2,also,ADV,RB,advmod,O,O
1360,CVE-2009-4024,2,been,VERB,VBN,auxpass,O,O
1361,CVE-2009-4024,2,reported,VERB,VBN,ROOT,O,O
1362,CVE-2009-4024,2,as,ADP,IN,prep,O,O
1363,CVE-2009-4024,2,a,DET,DT,det,O,O
1364,CVE-2009-4024,2,shell,NOUN,NN,compound,O,O
1365,CVE-2009-4024,2,metacharacter,NOUN,NN,compound,O,O
1366,CVE-2009-4024,2,problem,NOUN,NN,pobj,O,O
1367,CVE-2009-4024,2,.,PUNCT,.,punct,O,O
1368,CVE-2009-5092,0,Cross,PROPN,NNP,subtok,O,O
1369,CVE-2009-5092,0,-,NOUN,NN,subtok,O,O
1370,CVE-2009-5092,0,site,NOUN,NN,compound,O,O
1371,CVE-2009-5092,0,scripting,NOUN,NN,ROOT,O,O
1372,CVE-2009-5092,0,(,PUNCT,-LRB-,punct,O,O
1373,CVE-2009-5092,0,XSS,PROPN,NNP,nmod,O,O
1374,CVE-2009-5092,0,),PUNCT,-RRB-,punct,O,O
1375,CVE-2009-5092,0,vulnerability,NOUN,NN,appos,O,O
1376,CVE-2009-5092,0,in,ADP,IN,prep,O,O
1377,CVE-2009-5092,0,the,DET,DT,det,O,O
1378,CVE-2009-5092,0,management,NOUN,NN,compound,O,O
1379,CVE-2009-5092,0,interface,NOUN,NN,pobj,O,O
1380,CVE-2009-5092,0,in,ADP,IN,prep,O,O
1381,CVE-2009-5092,0,Microsoft,PROPN,NNP,compound,O,O
1382,CVE-2009-5092,0,FAST,ADV,RB,compound,pn,pn
1383,CVE-2009-5092,0,ESP,PROPN,NNP,compound,pn,pn
1384,CVE-2009-5092,0,5.1.5,NUM,CD,pobj,vre,vre
1385,CVE-2009-5092,0,and,CCONJ,CC,cc,=,=
1386,CVE-2009-5092,0,earlier,ADJ,JJR,advmod,<,<
1387,CVE-2009-5092,0,allows,VERB,VBZ,conj,verb,verb
1388,CVE-2009-5092,0,remote,ADJ,JJ,amod,O,O
1389,CVE-2009-5092,0,attackers,NOUN,NNS,nsubj,O,O
1390,CVE-2009-5092,0,to,PART,TO,aux,O,O
1391,CVE-2009-5092,0,inject,VERB,VB,ccomp,O,O
1392,CVE-2009-5092,0,arbitrary,ADJ,JJ,amod,O,O
1393,CVE-2009-5092,0,web,NOUN,NN,compound,O,O
1394,CVE-2009-5092,0,script,NOUN,NN,dobj,O,O
1395,CVE-2009-5092,0,or,CCONJ,CC,cc,O,O
1396,CVE-2009-5092,0,HTML,NOUN,NN,conj,O,O
1397,CVE-2009-5092,0,via,ADP,IN,prep,O,O
1398,CVE-2009-5092,0,unspecified,ADJ,JJ,amod,O,O
1399,CVE-2009-5092,0,vectors,NOUN,NNS,pobj,O,O
1400,CVE-2009-5092,0,.,PUNCT,.,punct,O,O
1401,CVE-2010-2100,0,The,DET,DT,det,O,O
1402,CVE-2010-2100,0,(,PUNCT,-LRB-,punct,O,O
1403,CVE-2010-2100,0,1,NUM,CD,nummod,O,O
1404,CVE-2010-2100,0,),PUNCT,-RRB-,punct,O,O
1405,CVE-2010-2100,0,htmlentities,NOUN,NNS,ROOT,O,O
1406,CVE-2010-2100,0,",",PUNCT,",",punct,O,O
1407,CVE-2010-2100,0,(,PUNCT,-LRB-,punct,O,O
1408,CVE-2010-2100,0,2,PUNCT,LS,meta,O,O
1409,CVE-2010-2100,0,),PUNCT,-RRB-,punct,O,O
1410,CVE-2010-2100,0,htmlspecialchars,NOUN,NNS,appos,O,O
1411,CVE-2010-2100,0,",",PUNCT,",",punct,O,O
1412,CVE-2010-2100,0,(,PUNCT,-LRB-,punct,O,O
1413,CVE-2010-2100,0,3,PUNCT,LS,meta,O,O
1414,CVE-2010-2100,0,),PUNCT,-RRB-,punct,O,O
1415,CVE-2010-2100,0,str_getcsv,PROPN,NNP,punct,O,O
1416,CVE-2010-2100,0,",",PUNCT,",",punct,O,O
1417,CVE-2010-2100,1,(,PUNCT,-LRB-,punct,O,O
1418,CVE-2010-2100,1,4,NUM,CD,nummod,O,O
1419,CVE-2010-2100,1,),PUNCT,-RRB-,punct,O,O
1420,CVE-2010-2100,1,http_build_query,X,FW,npadvmod,O,O
1421,CVE-2010-2100,1,",",PUNCT,",",punct,O,O
1422,CVE-2010-2100,1,(,PUNCT,-LRB-,punct,O,O
1423,CVE-2010-2100,1,5,NUM,CD,nummod,O,O
1424,CVE-2010-2100,1,),PUNCT,-RRB-,punct,O,O
1425,CVE-2010-2100,1,strpbrk,NOUN,NNS,nsubj,O,O
1426,CVE-2010-2100,1,",",PUNCT,",",punct,O,O
1427,CVE-2010-2100,1,and,CCONJ,CC,cc,O,O
1428,CVE-2010-2100,1,(,PUNCT,-LRB-,punct,O,O
1429,CVE-2010-2100,1,6,NUM,CD,nummod,O,O
1430,CVE-2010-2100,1,),PUNCT,-RRB-,punct,O,O
1431,CVE-2010-2100,1,strtr,NOUN,NN,compound,O,O
1432,CVE-2010-2100,1,functions,NOUN,NNS,conj,O,O
1433,CVE-2010-2100,1,in,ADP,IN,prep,O,O
1434,CVE-2010-2100,1,PHP,NOUN,NN,pobj,pn,pn
1435,CVE-2010-2100,1,5.2,NUM,CD,nummod,vrs,vrs
1436,CVE-2010-2100,1,through,ADP,IN,prep,<=,<=
1437,CVE-2010-2100,1,5.2.13,NUM,CD,pobj,vre,vre
1438,CVE-2010-2100,1,and,CCONJ,CC,cc,sp,sp
1439,CVE-2010-2100,1,5.3,NUM,CD,conj,vrs,vrs
1440,CVE-2010-2100,1,through,ADP,IN,prep,<=,<=
1441,CVE-2010-2100,1,5.3.2,NUM,CD,pobj,vre,vre
1442,CVE-2010-2100,1,allow,VERB,VB,ROOT,verb,verb
1443,CVE-2010-2100,1,context,NOUN,NN,npadvmod,O,O
1444,CVE-2010-2100,1,-,PUNCT,HYPH,punct,O,O
1445,CVE-2010-2100,1,dependent,ADJ,JJ,amod,O,O
1446,CVE-2010-2100,1,attackers,NOUN,NNS,nsubj,O,O
1447,CVE-2010-2100,1,to,PART,TO,aux,O,O
1448,CVE-2010-2100,1,obtain,VERB,VB,ccomp,O,O
1449,CVE-2010-2100,1,sensitive,ADJ,JJ,amod,O,O
1450,CVE-2010-2100,1,information,NOUN,NN,dobj,O,O
1451,CVE-2010-2100,1,(,PUNCT,-LRB-,punct,O,O
1452,CVE-2010-2100,1,memory,NOUN,NN,compound,O,O
1453,CVE-2010-2100,1,contents,NOUN,NNS,appos,O,O
1454,CVE-2010-2100,1,),PUNCT,-RRB-,punct,O,O
1455,CVE-2010-2100,1,by,ADP,IN,prep,O,O
1456,CVE-2010-2100,1,causing,VERB,VBG,pcomp,O,O
1457,CVE-2010-2100,1,a,DET,DT,det,O,O
1458,CVE-2010-2100,1,userspace,NOUN,NN,compound,O,O
1459,CVE-2010-2100,1,interruption,NOUN,NN,dobj,O,O
1460,CVE-2010-2100,1,of,ADP,IN,prep,O,O
1461,CVE-2010-2100,1,an,DET,DT,det,O,O
1462,CVE-2010-2100,1,internal,ADJ,JJ,amod,O,O
1463,CVE-2010-2100,1,function,NOUN,NN,pobj,O,O
1464,CVE-2010-2100,1,",",PUNCT,",",punct,O,O
1465,CVE-2010-2100,1,related,VERB,VBN,conj,O,O
1466,CVE-2010-2100,1,to,ADP,IN,prep,O,O
1467,CVE-2010-2100,1,the,DET,DT,det,O,O
1468,CVE-2010-2100,1,call,NOUN,NN,compound,O,O
1469,CVE-2010-2100,1,time,NOUN,NN,pobj,O,O
1470,CVE-2010-2100,1,pass,NOUN,NN,acl,O,O
1471,CVE-2010-2100,1,by,ADP,IN,agent,O,O
1472,CVE-2010-2100,1,reference,NOUN,NN,compound,O,O
1473,CVE-2010-2100,1,feature,NOUN,NN,pobj,O,O
1474,CVE-2010-2100,1,.,PUNCT,.,punct,O,O
1475,CVE-2010-2829,0,Unspecified,ADJ,JJ,amod,O,O
1476,CVE-2010-2829,0,vulnerability,NOUN,NN,nsubj,O,O
1477,CVE-2010-2829,0,in,ADP,IN,prep,O,O
1478,CVE-2010-2829,0,the,DET,DT,det,O,O
1479,CVE-2010-2829,0,H.323,PROPN,NNP,compound,O,O
1480,CVE-2010-2829,0,implementation,NOUN,NN,pobj,O,O
1481,CVE-2010-2829,0,in,ADP,IN,prep,O,O
1482,CVE-2010-2829,0,Cisco,PROPN,NNP,compound,O,O
1483,CVE-2010-2829,0,IOS,PROPN,NNP,pobj,pn,pn
1484,CVE-2010-2829,0,12.1,NUM,CD,nummod,vrs,vrs
1485,CVE-2010-2829,0,through,ADP,IN,prep,<=,<=
1486,CVE-2010-2829,0,12.4,NUM,CD,pobj,vre,vre
1487,CVE-2010-2829,0,and,CCONJ,CC,cc,sp,sp
1488,CVE-2010-2829,0,15,NUM,CD,conj,vrs,vrs
1489,CVE-2010-2829,0,through,ADP,IN,prep,<=,<=
1490,CVE-2010-2829,0,15.1,NUM,CD,pobj,vre,vre
1491,CVE-2010-2829,0,",",PUNCT,",",punct,sp,sp
1492,CVE-2010-2829,0,and,CCONJ,CC,cc,sp,sp
1493,CVE-2010-2829,0,IOS,PROPN,NNP,compound,pn,pn
1494,CVE-2010-2829,0,XE,PROPN,NNP,compound,pn,pn
1495,CVE-2010-2829,0,2.5.x,NUM,CD,conj,vr,vr
1496,CVE-2010-2829,0,before,ADP,IN,prep,<,<
1497,CVE-2010-2829,0,2.5.2,NUM,CD,pobj,vre,vre
1498,CVE-2010-2829,0,and,CCONJ,CC,cc,=,sp
1499,CVE-2010-2829,0,2.6.x,NUM,CD,conj,vr,vr
1500,CVE-2010-2829,0,before,ADP,IN,prep,<,<
1501,CVE-2010-2829,0,2.6.1,NUM,CD,pobj,vre,vre
1502,CVE-2010-2829,0,",",PUNCT,",",punct,sp,O
1503,CVE-2010-2829,0,allows,VERB,VBZ,ROOT,verb,verb
1504,CVE-2010-2829,0,remote,ADJ,JJ,amod,O,O
1505,CVE-2010-2829,0,attackers,NOUN,NNS,nsubj,O,O
1506,CVE-2010-2829,0,to,PART,TO,aux,O,O
1507,CVE-2010-2829,0,cause,VERB,VB,ccomp,O,O
1508,CVE-2010-2829,0,a,DET,DT,det,O,O
1509,CVE-2010-2829,0,denial,NOUN,NN,dobj,O,O
1510,CVE-2010-2829,0,of,ADP,IN,prep,O,O
1511,CVE-2010-2829,0,service,NOUN,NN,pobj,O,O
1512,CVE-2010-2829,0,(,PUNCT,-LRB-,punct,O,O
1513,CVE-2010-2829,0,traceback,NOUN,NN,conj,O,O
1514,CVE-2010-2829,0,and,CCONJ,CC,cc,O,O
1515,CVE-2010-2829,0,device,NOUN,NN,compound,O,O
1516,CVE-2010-2829,0,reload,NOUN,NN,conj,O,O
1517,CVE-2010-2829,0,),PUNCT,-RRB-,punct,O,O
1518,CVE-2010-2829,0,via,ADP,IN,prep,O,O
1519,CVE-2010-2829,0,crafted,VERB,VBN,amod,O,O
1520,CVE-2010-2829,0,H.323,PROPN,NNP,compound,O,O
1521,CVE-2010-2829,0,packets,NOUN,NNS,pobj,O,O
1522,CVE-2010-2829,0,",",PUNCT,",",punct,O,O
1523,CVE-2010-2829,0,aka,ADV,RB,amod,O,O
1524,CVE-2010-2829,0,Bug,PROPN,NNP,compound,O,O
1525,CVE-2010-2829,0,ID,PROPN,NNP,appos,O,O
1526,CVE-2010-2829,1,CSCtd33567,PROPN,NNP,ROOT,O,O
1527,CVE-2010-2829,1,.,PUNCT,.,punct,O,O
1528,CVE-2011-0152,0,WebKit,PROPN,NNP,nsubj,O,O
1529,CVE-2011-0152,0,",",PUNCT,",",punct,O,O
1530,CVE-2011-0152,0,as,ADP,IN,mark,O,O
1531,CVE-2011-0152,0,used,VERB,VBN,advcl,O,O
1532,CVE-2011-0152,0,in,ADP,IN,prep,O,O
1533,CVE-2011-0152,0,Apple,PROPN,NNP,compound,O,O
1534,CVE-2011-0152,0,iTunes,PROPN,NNP,pobj,pn,pn
1535,CVE-2011-0152,0,before,ADP,IN,prep,<,<
1536,CVE-2011-0152,0,10.2,NUM,CD,pobj,vre,vre
1537,CVE-2011-0152,0,on,ADP,IN,prep,O,O
1538,CVE-2011-0152,0,Windows,PROPN,NNP,pobj,O,O
1539,CVE-2011-0152,0,",",PUNCT,",",punct,O,O
1540,CVE-2011-0152,0,allows,VERB,VBZ,ROOT,verb,verb
1541,CVE-2011-0152,0,man,NOUN,NN,nmod,O,O
1542,CVE-2011-0152,0,-,PUNCT,HYPH,punct,O,O
1543,CVE-2011-0152,0,in,ADP,IN,prep,O,O
1544,CVE-2011-0152,0,-,PUNCT,HYPH,punct,O,O
1545,CVE-2011-0152,0,the,DET,DT,det,O,O
1546,CVE-2011-0152,0,-,PUNCT,HYPH,punct,O,O
1547,CVE-2011-0152,0,middle,ADJ,JJ,pobj,O,O
1548,CVE-2011-0152,0,attackers,NOUN,NNS,nsubj,O,O
1549,CVE-2011-0152,0,to,PART,TO,aux,O,O
1550,CVE-2011-0152,0,execute,VERB,VB,ccomp,O,O
1551,CVE-2011-0152,0,arbitrary,ADJ,JJ,amod,O,O
1552,CVE-2011-0152,0,code,NOUN,NN,dobj,O,O
1553,CVE-2011-0152,0,or,CCONJ,CC,cc,O,O
1554,CVE-2011-0152,0,cause,VERB,VB,conj,O,O
1555,CVE-2011-0152,0,a,DET,DT,det,O,O
1556,CVE-2011-0152,0,denial,NOUN,NN,dobj,O,O
1557,CVE-2011-0152,0,of,ADP,IN,prep,O,O
1558,CVE-2011-0152,0,service,NOUN,NN,pobj,O,O
1559,CVE-2011-0152,0,(,PUNCT,-LRB-,punct,O,O
1560,CVE-2011-0152,0,memory,NOUN,NN,compound,O,O
1561,CVE-2011-0152,0,corruption,NOUN,NN,appos,O,O
1562,CVE-2011-0152,0,and,CCONJ,CC,cc,O,O
1563,CVE-2011-0152,0,application,NOUN,NN,compound,O,O
1564,CVE-2011-0152,0,crash,NOUN,NN,conj,O,O
1565,CVE-2011-0152,0,),PUNCT,-RRB-,punct,O,O
1566,CVE-2011-0152,0,via,ADP,IN,prep,O,O
1567,CVE-2011-0152,0,vectors,NOUN,NNS,pobj,O,O
1568,CVE-2011-0152,0,related,VERB,VBN,acl,O,O
1569,CVE-2011-0152,0,to,ADP,IN,prep,O,O
1570,CVE-2011-0152,0,iTunes,PROPN,NNP,compound,O,O
1571,CVE-2011-0152,0,Store,PROPN,NNP,pobj,O,O
1572,CVE-2011-0152,0,browsing,NOUN,NN,pobj,O,O
1573,CVE-2011-0152,0,",",PUNCT,",",punct,O,O
1574,CVE-2011-0152,0,a,DET,DT,det,O,O
1575,CVE-2011-0152,0,different,ADJ,JJ,amod,O,O
1576,CVE-2011-0152,0,vulnerability,NOUN,NN,npadvmod,O,O
1577,CVE-2011-0152,0,than,ADP,IN,prep,O,O
1578,CVE-2011-0152,0,other,ADJ,JJ,amod,O,O
1579,CVE-2011-0152,0,CVEs,NOUN,NNS,pobj,O,O
1580,CVE-2011-0152,0,listed,VERB,VBN,acl,O,O
1581,CVE-2011-0152,0,in,ADP,IN,prep,O,O
1582,CVE-2011-0152,0,APPLE,PROPN,NNP,compound,O,O
1583,CVE-2011-0152,0,-,PUNCT,HYPH,punct,O,O
1584,CVE-2011-0152,0,SA-2011,PROPN,NNP,compound,O,O
1585,CVE-2011-0152,0,-,PUNCT,HYPH,punct,O,O
1586,CVE-2011-0152,0,3,NUM,CD,pobj,O,O
1587,CVE-2011-0152,0,-,PUNCT,HYPH,punct,O,O
1588,CVE-2011-0152,0,2,NUM,CD,prep,O,O
1589,CVE-2011-0152,0,-,PUNCT,HYPH,punct,O,O
1590,CVE-2011-0152,0,1,NUM,CD,prep,O,O
1591,CVE-2011-0152,0,.,PUNCT,.,punct,O,O
1592,CVE-2011-0198,0,Heap,NOUN,NN,npadvmod,O,O
1593,CVE-2011-0198,0,-,PUNCT,HYPH,punct,O,O
1594,CVE-2011-0198,0,based,VERB,VBN,amod,O,O
1595,CVE-2011-0198,0,buffer,NOUN,NN,compound,O,O
1596,CVE-2011-0198,0,overflow,NOUN,NN,nsubj,O,O
1597,CVE-2011-0198,0,in,ADP,IN,prep,O,O
1598,CVE-2011-0198,0,Apple,PROPN,NNP,compound,O,O
1599,CVE-2011-0198,0,Type,PROPN,NNP,compound,O,O
1600,CVE-2011-0198,0,Services,PROPN,NNP,pobj,O,O
1601,CVE-2011-0198,0,(,PUNCT,-LRB-,punct,O,O
1602,CVE-2011-0198,0,ATS,PROPN,NNP,appos,O,O
1603,CVE-2011-0198,0,),PUNCT,-RRB-,punct,O,O
1604,CVE-2011-0198,0,in,ADP,IN,prep,O,O
1605,CVE-2011-0198,0,Apple,PROPN,NNP,compound,O,O
1606,CVE-2011-0198,0,Mac,PROPN,NNP,compound,pn,pn
1607,CVE-2011-0198,0,OS,PROPN,NNP,compound,pn,pn
1608,CVE-2011-0198,0,X,NOUN,NN,pobj,pn,pn
1609,CVE-2011-0198,0,before,ADP,IN,prep,<,<
1610,CVE-2011-0198,0,10.6.8,PROPN,NNP,pobj,vre,vre
1611,CVE-2011-0198,0,allows,VERB,VBZ,ROOT,verb,verb
1612,CVE-2011-0198,0,remote,ADJ,JJ,amod,O,O
1613,CVE-2011-0198,0,attackers,NOUN,NNS,nsubj,O,O
1614,CVE-2011-0198,0,to,PART,TO,aux,O,O
1615,CVE-2011-0198,0,execute,VERB,VB,ccomp,O,O
1616,CVE-2011-0198,0,arbitrary,ADJ,JJ,amod,O,O
1617,CVE-2011-0198,0,code,NOUN,NN,dobj,O,O
1618,CVE-2011-0198,0,via,ADP,IN,prep,O,O
1619,CVE-2011-0198,0,a,DET,DT,det,O,O
1620,CVE-2011-0198,0,crafted,VERB,VBN,amod,O,O
1621,CVE-2011-0198,0,embedded,VERB,VBN,amod,O,O
1622,CVE-2011-0198,0,TrueType,PROPN,NNP,compound,O,O
1623,CVE-2011-0198,0,font,NOUN,NN,pobj,O,O
1624,CVE-2011-0198,0,.,PUNCT,.,punct,O,O
1625,CVE-2011-4190,0,The,DET,DT,det,O,O
1626,CVE-2011-4190,0,kdump,ADJ,JJ,amod,O,O
1627,CVE-2011-4190,0,implementation,NOUN,NN,nsubj,O,O
1628,CVE-2011-4190,0,is,VERB,VBZ,aux,O,O
1629,CVE-2011-4190,0,missing,VERB,VBG,ROOT,O,O
1630,CVE-2011-4190,0,the,DET,DT,det,O,O
1631,CVE-2011-4190,0,host,NOUN,NN,nmod,O,O
1632,CVE-2011-4190,0,key,ADJ,JJ,amod,O,O
1633,CVE-2011-4190,0,verification,NOUN,NN,dobj,O,O
1634,CVE-2011-4190,0,in,ADP,IN,prep,O,O
1635,CVE-2011-4190,0,the,DET,DT,det,O,O
1636,CVE-2011-4190,0,kdump,NOUN,NN,pobj,O,O
1637,CVE-2011-4190,0,and,CCONJ,CC,cc,O,O
1638,CVE-2011-4190,0,mkdumprd,ADJ,JJ,conj,O,O
1639,CVE-2011-4190,0,OpenSSH,PROPN,NNP,amod,O,O
1640,CVE-2011-4190,0,integration,NOUN,NN,dobj,O,O
1641,CVE-2011-4190,0,of,ADP,IN,prep,O,O
1642,CVE-2011-4190,0,kdump,NOUN,NN,pobj,O,O
1643,CVE-2011-4190,0,prior,ADV,RB,advmod,O,O
1644,CVE-2011-4190,0,to,ADP,IN,prep,O,O
1645,CVE-2011-4190,0,version,NOUN,NN,pobj,O,O
1646,CVE-2011-4190,0,2012,NUM,CD,npadvmod,O,O
1647,CVE-2011-4190,0,-,SYM,SYM,punct,O,O
1648,CVE-2011-4190,0,1,NUM,CD,nummod,O,O
1649,CVE-2011-4190,0,-,PUNCT,HYPH,punct,O,O
1650,CVE-2011-4190,0,20,NUM,CD,prep,O,O
1651,CVE-2011-4190,0,.,PUNCT,.,punct,O,O
1652,CVE-2011-4190,1,This,DET,DT,nsubj,O,O
1653,CVE-2011-4190,1,is,VERB,VBZ,ROOT,O,O
1654,CVE-2011-4190,1,similar,ADJ,JJ,acomp,O,O
1655,CVE-2011-4190,1,to,ADP,IN,prep,O,O
1656,CVE-2011-4190,1,CVE-2011,NOUN,NN,compound,O,O
1657,CVE-2011-4190,1,-,PUNCT,HYPH,punct,O,O
1658,CVE-2011-4190,1,3588,NUM,CD,pobj,O,O
1659,CVE-2011-4190,1,",",PUNCT,",",punct,O,O
1660,CVE-2011-4190,1,but,CCONJ,CC,cc,O,O
1661,CVE-2011-4190,1,different,ADJ,JJ,conj,O,O
1662,CVE-2011-4190,1,in,ADP,IN,prep,O,O
1663,CVE-2011-4190,1,that,ADP,IN,mark,O,O
1664,CVE-2011-4190,1,the,DET,DT,det,O,O
1665,CVE-2011-4190,1,kdump,ADJ,JJ,amod,O,O
1666,CVE-2011-4190,1,implementation,NOUN,NN,nsubj,O,O
1667,CVE-2011-4190,1,is,VERB,VBZ,ccomp,O,O
1668,CVE-2011-4190,1,specific,ADJ,JJ,acomp,O,O
1669,CVE-2011-4190,1,to,ADP,IN,prep,O,O
1670,CVE-2011-4190,1,SUSE,PROPN,NNP,pobj,O,O
1671,CVE-2011-4190,1,.,PUNCT,.,punct,O,O
1672,CVE-2011-4190,2,A,DET,DT,det,O,O
1673,CVE-2011-4190,2,remote,ADJ,JJ,amod,O,O
1674,CVE-2011-4190,2,malicious,ADJ,JJ,amod,O,O
1675,CVE-2011-4190,2,kdump,NOUN,NN,compound,O,O
1676,CVE-2011-4190,2,server,NOUN,NN,nsubj,O,O
1677,CVE-2011-4190,2,could,VERB,MD,aux,O,O
1678,CVE-2011-4190,2,use,VERB,VB,ROOT,O,O
1679,CVE-2011-4190,2,this,DET,DT,det,O,O
1680,CVE-2011-4190,2,flaw,NOUN,NN,dobj,O,O
1681,CVE-2011-4190,2,to,PART,TO,aux,O,O
1682,CVE-2011-4190,2,impersonate,VERB,VB,xcomp,O,O
1683,CVE-2011-4190,2,the,DET,DT,det,O,O
1684,CVE-2011-4190,2,correct,ADJ,JJ,amod,O,O
1685,CVE-2011-4190,2,kdump,NOUN,NN,compound,O,O
1686,CVE-2011-4190,2,server,NOUN,NN,dobj,O,O
1687,CVE-2011-4190,2,to,PART,TO,aux,O,O
1688,CVE-2011-4190,2,obtain,VERB,VB,advcl,O,O
1689,CVE-2011-4190,2,security,NOUN,NN,nmod,O,O
1690,CVE-2011-4190,2,sensitive,ADJ,JJ,amod,O,O
1691,CVE-2011-4190,2,information,NOUN,NN,dobj,O,O
1692,CVE-2011-4190,2,(,PUNCT,-LRB-,punct,O,O
1693,CVE-2011-4190,2,kdump,ADJ,JJ,amod,O,O
1694,CVE-2011-4190,2,core,NOUN,NN,compound,O,O
1695,CVE-2011-4190,2,files,NOUN,NNS,appos,O,O
1696,CVE-2011-4190,2,),PUNCT,-RRB-,punct,O,O
1697,CVE-2011-4190,2,.,PUNCT,.,punct,O,O
1698,CVE-2011-4914,0,The,DET,DT,det,O,O
1699,CVE-2011-4914,0,ROSE,PROPN,NNP,compound,O,O
1700,CVE-2011-4914,0,protocol,NOUN,NN,compound,O,O
1701,CVE-2011-4914,0,implementation,NOUN,NN,nsubj,O,O
1702,CVE-2011-4914,0,in,ADP,IN,prep,O,O
1703,CVE-2011-4914,0,the,DET,DT,det,O,O
1704,CVE-2011-4914,0,Linux,PROPN,NNP,compound,pn,pn
1705,CVE-2011-4914,0,kernel,NOUN,NN,pobj,pn,pn
1706,CVE-2011-4914,0,before,ADP,IN,prep,<,<
1707,CVE-2011-4914,0,2.6.39,NUM,CD,pobj,vre,vre
1708,CVE-2011-4914,0,does,VERB,VBZ,aux,verb,verb
1709,CVE-2011-4914,0,not,ADV,RB,neg,O,O
1710,CVE-2011-4914,0,verify,VERB,VB,ROOT,verb,O
1711,CVE-2011-4914,0,that,ADP,IN,mark,O,O
1712,CVE-2011-4914,0,certain,ADJ,JJ,amod,O,O
1713,CVE-2011-4914,0,data,NOUN,NN,compound,O,O
1714,CVE-2011-4914,0,-,PUNCT,HYPH,punct,O,O
1715,CVE-2011-4914,0,length,NOUN,NN,compound,O,O
1716,CVE-2011-4914,0,values,NOUN,NNS,nsubj,O,O
1717,CVE-2011-4914,0,are,VERB,VBP,ccomp,O,O
1718,CVE-2011-4914,0,consistent,ADJ,JJ,acomp,O,O
1719,CVE-2011-4914,0,with,ADP,IN,prep,O,O
1720,CVE-2011-4914,0,the,DET,DT,det,O,O
1721,CVE-2011-4914,0,amount,NOUN,NN,pobj,O,O
1722,CVE-2011-4914,0,of,ADP,IN,prep,O,O
1723,CVE-2011-4914,0,data,NOUN,NNS,pobj,O,O
1724,CVE-2011-4914,0,sent,VERB,VBN,acl,O,O
1725,CVE-2011-4914,0,",",PUNCT,",",punct,O,O
1726,CVE-2011-4914,0,which,DET,WDT,nsubj,O,O
1727,CVE-2011-4914,0,might,VERB,MD,aux,O,O
1728,CVE-2011-4914,0,allow,VERB,VB,relcl,O,O
1729,CVE-2011-4914,0,remote,ADJ,JJ,amod,O,O
1730,CVE-2011-4914,0,attackers,NOUN,NNS,nsubj,O,O
1731,CVE-2011-4914,0,to,PART,TO,aux,O,O
1732,CVE-2011-4914,0,obtain,VERB,VB,ccomp,O,O
1733,CVE-2011-4914,0,sensitive,ADJ,JJ,amod,O,O
1734,CVE-2011-4914,0,information,NOUN,NN,dobj,O,O
1735,CVE-2011-4914,0,from,ADP,IN,prep,O,O
1736,CVE-2011-4914,0,kernel,NOUN,NN,compound,O,O
1737,CVE-2011-4914,0,memory,NOUN,NN,pobj,O,O
1738,CVE-2011-4914,0,or,CCONJ,CC,cc,O,O
1739,CVE-2011-4914,0,cause,VERB,VB,conj,O,O
1740,CVE-2011-4914,0,a,DET,DT,det,O,O
1741,CVE-2011-4914,0,denial,NOUN,NN,dobj,O,O
1742,CVE-2011-4914,0,of,ADP,IN,prep,O,O
1743,CVE-2011-4914,0,service,NOUN,NN,pobj,O,O
1744,CVE-2011-4914,0,(,PUNCT,-LRB-,punct,O,O
